KEYS,zh-Hans
Town.TownNPCMood_TaxCollector.LoveNPC,我非常佩服{NPCName}。任何深谙金钱真正价值的人，我都会给予最大的尊重！
Town.TownNPCMood_TaxCollector.LoveSpace,终于摆脱了这些讨厌的土包子！
Town.TownNPCMood_TaxCollector.NoHome,像我这么富有的人怎么会没有家呢？真是荒谬！
Town.TownNPCMood_Truffle.LikeNPC_Princess,{NPCName}没有试图吃掉我，这给我留下了好印象。
Town.TownNPCMood_Truffle.Content,考虑到这一点，我很高兴。
Town.TownNPCMood_Truffle.DislikeBiome,我不喜欢{BiomeName}。
Town.TownNPCMood_Truffle.DislikeCrowded,我不喜欢周围的人太多而给我带来的焦虑。
Town.TownNPCMood_Truffle.DislikeNPC,{NPCName}很多次想吃掉我。我发誓，有一次他们甚至毫无人性！很显然，我不喜欢这样。
Town.TownNPCMood_Truffle.FarFromHome,我不喜欢离家这么远。
Town.TownNPCMood_Truffle.HateBiome,我在{BiomeName}感觉格格不入，我活不下去了！
Town.TownNPCMood_Truffle.HateCrowded,我讨厌这样。这么多人…我…我不会被吃掉吧？
Town.TownNPCMood_Truffle.HateNPC,{NPCName}曾试图把我扔进一个装满其他不寻常原料的壶里。我讨厌这样。
Town.TownNPCMood_Truffle.LikeBiome,我觉得很自在，就像我是{BiomeName}生物群落的一员一样。
Town.TownNPCMood_Truffle.LikeNPC,{NPCName}对我很尊重，把我当作大自然的一部分。除了喜欢，我不知道该如何形容这种感觉。
Town.TownNPCMood_Truffle.LoveBiome,我非常喜欢{BiomeName}。
Town.TownNPCMood_Truffle.LoveNPC,我非常喜欢{NPCName}，因为它会和我说话，而不是莫名其妙地想吃我。
Town.TownNPCMood_Truffle.LoveSpace,我喜欢有这么大的属于自己的空间。什么事这么好笑？
Town.TownNPCMood_Truffle.NoHome,我需要一个让我有安全感和归属感的地方。
Town.TownNPCMood_WitchDoctor.LikeNPC_Princess,{NPCName}对我的人很好。我非常感谢。
Town.TownNPCMood_WitchDoctor.Content,我简直太满意了。
Town.TownNPCMood_WitchDoctor.DislikeBiome,{BiomeName}的魔法充满压迫，而且不纯洁，我的心和灵魂都被激怒了。
Town.TownNPCMood_WitchDoctor.DislikeCrowded,周围出现了这么多人，扰乱了我的魔法和正常生活。
Town.TownNPCMood_WitchDoctor.DislikeNPC,我不喜欢{NPCName}的做法。真正的治疗不是用金属和玻璃。
Town.TownNPCMood_WitchDoctor.FarFromHome,我已经远离了我那个宁静的地方。
Town.TownNPCMood_WitchDoctor.HateBiome,我感觉到一种可怕的邪恶力量正在侵蚀{BiomeName}的土地和所有生物。
Town.TownNPCMood_WitchDoctor.HateCrowded,太多像你们这样的人聚集在周围，我的灵魂都滋生出了恶意。
Town.TownNPCMood_WitchDoctor.HateNPC,愤怒侵占了我的身体，就像邪恶的种子从污秽的大地中萌芽 - 我说的是{NPCName}。
Town.TownNPCMood_WitchDoctor.LikeBiome,我不知道其他地方是什么情况，但{BiomeName}是我巫毒幽灵的中心。
Town.TownNPCMood_WitchDoctor.LikeNPC,{NPCName}是志同道合的大自然使者，有他们在，我的心灵就能得到安宁。
Town.TownNPCMood_WitchDoctor.LoveBiome,我非常喜欢{BiomeName}。
Town.TownNPCMood_WitchDoctor.LoveNPC,我非常喜欢和{NPCName}在一起。
Town.TownNPCMood_WitchDoctor.LoveSpace,强大的能量不受周围的阻碍自由地流动，这是个很好的现象。
Town.TownNPCMood_WitchDoctor.NoHome,一间小屋就够了。我周围的环境并不都是宁静的。
Town.AnglerQuestChatter.Chatter_1,喂！你打扰我好像有{AnglerCompletedQuestsCount}次了！要不是每次都能碰上处变不惊的鱼，我一定会发飙！
Town.AnglerQuestChatter.Chatter_2,你知道我已经钓到{AnglerCompletedQuestsCount}条超棒的鱼了吗！？那是因为在跑腿这件事上，你还是发挥了作用！
Town.BestiaryGirlChatter.Chatter_1,我以前也像你一样养小动物，后来被一只受诅咒的狐狸咬到了膝盖！
Town.BestiaryGirlChatter.Chatter_10,哇，我好像从来没见过满月。不知道为什么，一要出现满月我就会昏倒！
Town.BestiaryGirlChatter.Chatter_11,我不知道我是怎么来到这里的，但这感觉太棒了。
Town.BestiaryGirlChatter.Chatter_2,{?Eclipse}就像是，我感觉我应该马上加入这些杀人狂魔。幸好我没那么傻。
Town.BestiaryGirlChatter.Chatter_3,我可能学识浅薄…但有关自然、小动物、动物和野生动物之类的话题，我可以给你说上三天三夜…
Town.BestiaryGirlChatter.Chatter_4,我老哥叫我狼人。因为我既像动物，又像那啥。不过他都懂，毕竟他常年在外！
Town.BestiaryGirlChatter.Chatter_5,我非常喜欢动物！有一次我试着抚摸这只长相奇特的狐狸，他竟然咬了我一口，现在我变成了一只动物！酷毙了！
Town.BestiaryGirlChatter.Chatter_6,别拉扯我的尾巴了，兄弟，是货真价实的…老这样拉扯，我很疼的！
Town.BestiaryGirlChatter.Chatter_7,哈？！不，{Stylist}没给我的毛发染色。这是天然的颜色！不过在被咬之前，我的头发是深棕色的！
Town.BestiaryGirlChatter.Chatter_8,噢，这两只大耳朵吗？哈哈，是用来听你的，宝贝！
Town.BestiaryGirlChatter.Chatter_9,这次是在小动物营地，有天早上我醒来，发现一切全变样了！发生这么大的事情，我竟然还睡得着？！
Town.BestiaryGirlLycantropeChatter.Chatter_1,嗷！！走开。站住。马上！
Town.BestiaryGirlLycantropeChatter.Chatter_2,离开！快跑！危险。我。愤怒！
Town.BestiaryGirlSpecialText.Graveyard1,我完全丧失了本能。我真的得离开这里！
Town.BestiaryGirlSpecialText.Graveyard2,好吧，这地方太诡异了。我的毛都竖起来了！
Town.BestiaryGirlSpecialText.Party,说真的，呃，我不能戴这顶帽子。抱歉。我还是会来参加派对，别担心！
Town.BestiaryGirlSpecialText.Rain1,停！啊！不是说你，是说这该死的雨。
Town.BestiaryGirlSpecialText.Rain2,真的！？我受不了浑身湿透的感觉！太恶心了。
Town.BestiaryGirlSpecialText.Storm1,呀！！你不知道雷声会对我敏感的耳朵造成多大的伤害。
Town.BestiaryGirlSpecialText.Storm2,完了吗？我对雷雨有种莫名的恐惧。
Town.BestiaryGirlSpecialText.Windy1,在风中奔跑让我觉得自由而畅快。有时间可以试试！
Town.BestiaryGirlSpecialText.Windy2,微风吹过我的头发，简直，太美妙了。
Town.BunnyChatter.Chatter_1,*大兔子声音*
Town.BunnyChatter.Chatter_2,*小兔子声音*
Town.CatChatter.Chatter_1,喵！
Town.CatChatter.Chatter_2,咕噜…
Town.CatChatter.Chatter_3,喵…喵！
Town.DogChatter.Chatter_1,汪汪！
Town.DogChatter.Chatter_2,汪！
Town.DogChatter.Chatter_3,汪汪汪汪！
Town.GolferChatter.Chatter_1,我不是那种只因球掉进水里就歇斯底里的人。我会保持冷静和镇定，将注意力放在下一次击球上。
Town.GolferChatter.Chatter_10,景观设计者必须让我们高尔夫球手拥有更多绿色。嘿！
Town.GolferChatter.Chatter_12,{Dryad}表示，我割草的时候杀了她很多朋友。我得为我的球场弄一个球道！
Town.GolferChatter.Chatter_13,如果球落在果岭上，请使用推杆！近距离时，不要让球飞走了。
Town.GolferChatter.Chatter_14,不要在水障碍区较量，请回到之前的球道和果岭。
Town.GolferChatter.Chatter_15,{?BloodMoon}我的球杆上有血迹？你看到外面的僵尸了吗？！
Town.GolferChatter.Chatter_16,{?BloodMoon}血月和血月期间我的姐妹，我不知道哪一个更可怕！
Town.GolferChatter.Chatter_17,{?Rain}这种天气打高尔夫球？！除非你喜欢绕着一根巨大的避雷针转！
Town.GolferChatter.Chatter_2,嗯？你早餐吃什么？
Town.GolferChatter.Chatter_3,早起的鸟儿有虫吃，靠前的球洞有球吃。
Town.GolferChatter.Chatter_4,舔舔你的手指，让它迎着风。高尔夫球很轻，很容易受到微风的影响。
Town.GolferChatter.Chatter_5,如果沙坑是一场噩梦，那么挖起杆就是你美梦的开始。
Town.GolferChatter.Chatter_6,我要去捞出来吗？贿赂{Angler}把球捞出来会掏空我的钱包！
Town.GolferChatter.Chatter_7,要击得高，击得远，还是摆脱困境？这全看你选的球杆了。请慎重选择。
Town.GolferChatter.Chatter_8,我让你选球杆，不是让你选颜色，而是选功能和大小，比如五号铁杆。
Town.GolferChatter.Chatter_9,在高尔夫球运动中，得分低的才是赢家。
Town.GolferChatter.Chatter_11,{Armsdealer}好几次把我的高尔夫球误认为他的火枪子弹。
Town.GolferQuestsChatterApprentice.1,你表现得越来越好了！我不用再担心我的生命危险了。
Town.GolferQuestsChatterApprentice.2,这些都是很普通的挥杆动作。要我说，几乎都是意料之中的事。
Town.GolferQuestsChatterApprentice.3,还没有达到一流水平，但你可以的。
Town.GolferQuestsChatterBeginner.1,如果你继续那样挥杆，你会伤到别人…或者你自己！
Town.GolferQuestsChatterBeginner.2,你需要大量的练习，我强烈建议你使用训练垫。
Town.GolferQuestsChatterBeginner.3,真可怜。不过鸭子很好吃，所以别放弃！
Town.GolferQuestsChatterJourneyman.1,让我刮目相看。根据统计，你是最优秀的！
Town.GolferQuestsChatterJourneyman.2,你表现得很好！我应该担心吗？
Town.GolferQuestsChatterJourneyman.3,你的得分远低于平均水平。但这是件好事！
Town.GolferQuestsChatterMaster.1,简直是神仙级水平！真是了不起的高尔夫球手！
Town.GolferQuestsChatterMaster.2,如果我能奖励你的精彩挥杆，我要给你十倍奖励！
Town.GolferQuestsChatterMaster.3,令人惊叹的高尔夫球手！你可能已经达到了顶尖水平，但不要停止追求进步！
Town.GolferSpecialText.FirstMeeting1,多谢你救了我。如果我再被困在这里，我可能会中暑！
Town.GolferSpecialText.Graveyard1,墓地让我觉得毛骨悚然。我不想在埋葬我家人和朋友的土地上练习挥杆。
Town.GolferSpecialText.Graveyard2,不要在墓地里打高尔夫球。这里的草长得太快，使得整个球场都高低不平。
Town.GolferSpecialText.Party_1,由于周围在举行讨厌的派对，我无法集中精力挥杆。
Town.GolferSpecialText.Party_2,我一杆进洞了！所以我们一定要庆祝一番。是时候放下球杆，来杯玛格丽塔了。
Town.GolferSpecialText.Rain1,在雨中打高尔夫球没那么有意思。到处都很滑！
Town.GolferSpecialText.Rain2,水障碍区在下雨时会变得更大，这就更难到达果岭了！
Town.GolferSpecialText.Storm1,{PlayerName}，我不这么认为。
Town.GolferSpecialText.Storm2,被雷劈的概率和中彩票的概率一样大。你要是出去挥铁杆，被雷劈的“大奖”一定属于你！
Town.GolferSpecialText.Windy1,这风让球很不好打了。
Town.GolferSpecialText.Windy2,大风增加了打高尔夫球的难度，但这风也太大了。
Town.GolferSpecialText.FirstMeeting2,哦，谢谢！我被困在这个沙坑里好几天了。还好你能从仙人掌里弄出水来。
Town.GuideChatter.Chatter_1,我记得你说你已经净化{TaxCollector}了？但他还是和以前一样贪婪！
Town.GuideChatter.Chatter_2,我想知道我的前任为什么都自燃了。但愿这不会发生在我身上…
Town.GuideHelpTextSpecific.Help_1100,我听说丛林里住着一种蜥蜴人。说不定你可以通过打败丛林里的一只巨兽来引起蜥蜴人的注意？
Town.GuideHelpTextSpecific.Help_1101,我听说有个女人很擅长反击。说不定你去露两手就能引起她的注意。
Town.GuideHelpTextSpecific.Help_1102,机器没有那么差。也许我们可以自己建造一台，要是能从丛林里弄来一些爆炸性武器就好了…
Town.GuideHelpTextSpecific.Help_1103,我曾经在这片区域见过一位发型师。她去地下探险了，那是我最后一次见到她。不知道她后来怎么样了？
Town.GuideHelpTextSpecific.Help_1104,钓到了一条怪鱼，但不知道如何处置？！我听说海边住着一位捕鱼大师，也许他知道有什么用…
Town.GuideHelpTextSpecific.Help_1105,地狱里的痛苦亡魂肯定看起来很熟悉…你有没有试过对它们用净化粉？
Town.GuideHelpTextSpecific.Help_1106,最近在附近发现了一些海盗。如果我们和海盗成为朋友，你觉得他会透露他把宝藏埋在哪里了吗？
Town.GuideHelpTextSpecific.Help_1107,有一些特殊植物和其他原料可以用来染色。如果你随身携带这种染料，你会找到人教你染的。
Town.GuideHelpTextSpecific.Help_1108,我听说，地表上的发光蘑菇长得足够大之后就能获得知觉了。不知道是不是真的…
Town.GuideHelpTextSpecific.Help_1109,据说沙子很不利于高尔夫球运动。没有一位自重的高尔夫球手会困在沙漠里…对吗？
Town.GuideHelpTextSpecific.Help_1110,艺术家喜欢施展他们的技艺，画家喜欢绘画。如果有很多人搬过来，我们就会有很多房子，说不定还会有油漆工来把这个地方装饰一番呢！
Town.GuideHelpTextSpecific.Help_1111,最近很多人搬过来了，对吧？如果这里变得越来越繁华，派对女孩一定也会搬过来的！
Town.GuideHelpTextSpecific.Help_1112,随时留意有需要的陌生人！你永远不知道什么时候会再遇到一个需要帮助的人。
Town.GuideHelpTextSpecific.Help_1113,如果你对{Merchant}的商品不感兴趣，流浪商人经常会过来兜售你可能喜欢的外来商品。
Town.GuideHelpTextSpecific.Help_1114,并非所有不死怪物都充满敌意。我听说有一个怪物甚至还在地下深处卖东西。
Town.GuideHelpTextSpecific.Help_1115,这个世界充满了许多刺激而危险的生物。如果你能分享你知道的东西，有些专家可能会奖励你！
Town.GuideHelpTextSpecific.Help_1120,如果你觉得下雨很无聊，那你就等着下史莱姆吧！
Town.GuideHelpTextSpecific.Help_1121,月亮很少会挡住太阳，这种情况下，会有很多可怕的怪物出没！
Town.GuideHelpTextSpecific.Help_1122,看到世界外围的哥布林侦察兵了吗？不知道它们是不是要入侵…
Town.GuideHelpTextSpecific.Help_1123,我曾经看到海上漂浮着一张宝藏地图，但是一只鲨鱼把它吃了。也许你应该试着找找看？
Town.GuideHelpTextSpecific.Help_1124,我看到空中有一些闪烁的灯光，又高又远。告诉你吧，真相就在那里。
Town.GuideHelpTextSpecific.Help_1125,你见过夜空中飘起美丽的灯笼吗？这个世界的人们用这种方式来庆祝你的胜利，祝你好运。
Town.GuideHelpTextSpecific.Help_1130,如果你把空瓶子放在桌上，你可以用它来制作各种各样的纯药水！
Town.GuideHelpTextSpecific.Help_1131,挂起你从手下败将那里获得的旗帜，当你未来再跟他们开战时，这些旗帜将帮到你。
Town.GuideHelpTextSpecific.Help_1132,雪地生物群落气候严寒，不过那里也有一些独一无二的宝藏。我会去看看的！
Town.GuideHelpTextSpecific.Help_1133,沙漠深处有蚁狮洞，里面有很多稀有化石和危险的东西！
Town.GuideHelpTextSpecific.Help_1134,如果你发现了大理石生物群落，一定要小心！据说那些地方住着一些非常危险的生物！
Town.GuideHelpTextSpecific.Help_1135,在花岗岩生物群落中，花岗岩本身就是一种威胁，经常会醒来攻击入侵者！
Town.GuideHelpTextSpecific.Help_1136,想要用矿石制作一些在{WorldName}找不到的东西？试试钓宝匣，或者把淤泥和雪泥放进提炼机里！
Town.GuideHelpTextSpecific.Help_1137,如果你探险累了，想要休息一下，随时可以去尝试一些好玩的老式钓鱼活动。
Town.GuideHelpTextSpecific.Help_1138,在探索地下时，你可能偶尔会遇到乐于助人的仙灵。跟着它们，说不定它们能带你找到宝藏！
Town.GuideHelpTextSpecific.Help_1140,你下一步需要去探索猩红之地的洞穴。找到猩红之心，然后摧毁它。
Town.GuideHelpTextSpecific.Help_1141,猩红之地的猩红石可以用一些树妖的粉末来净化，或者用炸药摧毁。
Town.GuideHelpTextSpecific.Help_1142,尝试收集一些黑曜石，黑曜石是水和熔岩结合的产物。它可以用来抵御酷热。
Town.GuideHelpTextSpecific.Help_1143,有人说，丛林之下埋着巨大的蜂巢。我自己也需要一些蜂蜜。
Town.GuideHelpTextSpecific.Help_1144,你在沙漠找到古老化石了？不知道有没有办法从岩石中获得化石。
Town.GuideHelpTextSpecific.Help_1145,是时候升级旧熔炉了！在地狱寻找地狱熔炉，这是制作狱石锭的唯一途径。
Town.GuideHelpTextSpecific.Help_1146,你见过飞龙在云端翱翔吗？要是我能那样飞就好了…
Town.GuideHelpTextSpecific.Help_1147,尝试将地狱熔炉和精金矿结合起来。一定能得到一些非常强大的东西！
Town.GuideHelpTextSpecific.Help_1148,尝试将地狱熔炉和钛金矿结合起来。一定能得到一些非常强大的东西！
Town.GuideHelpTextSpecific.Help_1149,最近遇到了什么稀有的丛林水果吗？吃了这种水果能增加你的最大生命值！
Town.GuideHelpTextSpecific.Help_1150,我最近听说丛林周围长出了发光的粉色球茎。如果你决定去收割的话，要做好一切准备。
Town.GuideHelpTextSpecific.Help_1151,你的那把钥匙可以用来打开藏在丛林里的神庙。你找到了吗？
Town.GuideHelpTextSpecific.Help_1152,据说丛林里藏着一座被封锁的神庙。不知道你要怎么打开它？
Town.GuideHelpTextSpecific.Help_1153,哇，你的钥匙真漂亮！我听说用这种钥匙能获得地牢里的稀世珍宝！
Town.GuideHelpTextSpecific.Help_1154,我听说地下蘑菇里有一种很奇怪的蠕虫。不知道能不能用来做鱼饵？
